namespace,cbb_items
SCRNITM#rjctdRsn,부결사유
SCRNITM#rjctdRsnCd,부결사유코드
SCRNITM#rjctdRsnCntnt,부결사유내용
SCRNITM#rlstOfLnAprvl,대출 승인 결과
SCRNITM#rltdAcct,관련계좌
SCRNITM#rltdAcctgItmCd,상대계정과목코드
SCRNITM#rltdAtrbtDscd,관련속성구분
SCRNITM#rltdAtrbtTpCd,관련속성유형
SCRNITM#rltdCrncyCd,상대통화코드
SCRNITM#rltdCust,관련고객
SCRNITM#rltdCustNm,관련고객명
SCRNITM#rltdDept, 상대점
SCRNITM#rltdDeptNm,상대부서
SCRNITM#rltdDoc,관련 문서
SCRNITM#rltdLnCntnt,관련여신내역
SCRNITM#rltdPd,관련 상품
SCRNITM#rltdPersonId,고객관련인식별자
SCRNITM#rltdStaffId,관련스태프식별자
SCRNITM#rltdStaffNm,관련스태프명
SCRNITM#rlteStaff,관련 직원
SCRNITM#rltvCorp,협력기업
SCRNITM#rltvDept,상대점
SCRNITM#rmNbr,Rm Number
SCRNITM#rmbrId,ID 기억하기
SCRNITM#rmk,적요
SCRNITM#rmkCntnt,적요
SCRNITM#rmnGoods,잔여물품
SCRNITM#rmnInstlmntCnt,남은 상환 횟수
SCRNITM#rmndBal,잔존잔액
SCRNITM#rmngAmt,잔존잔액
SCRNITM#rmngTaxStdAmt,잔존과표금액
SCRNITM#rng,범위
SCRNITM#rnsmry,실행 요약
SCRNITM#role,역할
SCRNITM#roleAttr,역할 속성
SCRNITM#roleCntnt,역할내용
SCRNITM#roleInfo,역할정보
SCRNITM#roleList,역할 목록
SCRNITM#roleSetting,역할 설정
SCRNITM#roleSrch,역할 검색
SCRNITM#roleStartDt,역할시작일자
SCRNITM#roleSts,역할상태
SCRNITM#roleTmpltId,역할템플릿식별자
SCRNITM#roleTmpltNm,역할템플릿명
SCRNITM#roleTmpltSts,역할템플릿상태
SCRNITM#roleTmpltStsCd,역할템플릿상태코드
SCRNITM#roleTp,역할 유형
SCRNITM#rpdInstlmntCnt,기상환횟수
SCRNITM#rpmntSts,상환상태
SCRNITM#rpptA0,60세 이상
SCRNITM#rpptA1,5만위안 이하
SCRNITM#rpptA10,예금, 국채, 은행 자산관리상품, 신탁상품, 펀드, 주식에  균등하게 투자한다.
SCRNITM#rpptA10-1,원금손실이 없으나 수익이 목표금액에 달성하지 못함
SCRNITM#rpptA10-2,약간의 원금손실이 발생함
SCRNITM#rpptA10-3,원금의 10%이하의 손실 발생
SCRNITM#rpptA10-4,원금의 20%~50% 손실 발생
SCRNITM#rpptA10-5,원금 50%이상의 손실 발생
SCRNITM#rpptA11,주식, 펀드, 외환을 위주로 투자하고, 소부분은 예금이나 국가채무에 투자한다. 
SCRNITM#rpptA2,5만-20만위안
SCRNITM#rpptA3,20만-50만위안
SCRNITM#rpptA4,50만-100만위안
SCRNITM#rpptA5,100만위안 이상
SCRNITM#rpptA5-1,경험 없음
SCRNITM#rpptA5-2,2년이하
SCRNITM#rpptA5-3,2-5년
SCRNITM#rpptA5-4,5-8년
SCRNITM#rpptA5-5,8년 이상
SCRNITM#rpptA6,10%이하
SCRNITM#rpptA6-1,원금에 손실이 발생하지 않고 수익을 보장 받을 수 있다. 
SCRNITM#rpptA6-2,보수적으로 투자하고 원금의 손실을 원하지 않으며 어느 정도의 원금 손실은 감내할 수 있다.
SCRNITM#rpptA6-3,높은 수익성을 보장 받길 원하며 이를 위해 한도 내에서의 자금 손실은 감내할 수 있다. 
SCRNITM#rpptA6-4,높은 수익을 보장 받길 원하며 이를 위해 원금 손실을 감내할 수 있다.
SCRNITM#rpptA7,50% 이상
SCRNITM#rpptA7-1,100% 확률로 1000위안 수익을 얻을 수 있다.
SCRNITM#rpptA7-2,50% 확률로 5만위안 수익을 얻을 수 있다.
SCRNITM#rpptA7-3,25% 확률로 50만위안 수익을 얻을 수 있다.
SCRNITM#rpptA7-4,10%의 확률로 100만위안 수익을 얻을 수 있다. 
SCRNITM#rpptA8,예금, 국채 외에 다른 금융상품에 투자를 하지 않는다. 
SCRNITM#rpptA8-1,1년 이하
SCRNITM#rpptA8-2,1-3년
SCRNITM#rpptA8-3,3-5년
SCRNITM#rpptA8-4,5년 이상
SCRNITM#rpptA9,대부분 예금, 국채에 투자하고 극소부분을 펀드나 주식에 투자한다.
SCRNITM#rpptA9-1,자산 유지
SCRNITM#rpptA9-2,자산 늘리기
SCRNITM#rpptA9-3,빠른 속도로 자산 늘리기
SCRNITM#rpptQ1,1. 고객님의 연령은 어떻게 되십니까?
SCRNITM#rpptQ10,10. 고객님의 투자원금이 손실이 발생할 경우 감수할 수 있는 손실 수준은 어느 것입니까?
SCRNITM#rpptQ2,2. 고객님 가족 전체의 연소득은 어느 정도 되십니까? (중국위안환산금액)
SCRNITM#rpptQ3,3. 전체 금융자산(예금적금 제외)중 투자하고자 하는 자금의 비중은 어느 정도 차지합니까?
SCRNITM#rpptQ4,4. 다음 중 고객님의 투자경험과 가장 가까운 것은 어느 것입니까?
SCRNITM#rpptQ5,5. 고객님이 주식, 펀드, 외환, 금융파생상품 등 리스크가 존재하는 투자상품에 대한 투자경험은 몇 년입니까?
SCRNITM#rpptQ6,6. 아래 중 어느 것이 고객님의 투자성향과 적합합니까?
SCRNITM#rpptQ7,7. 아래 상황에서 고객님은 어느 것을 선택할 것입니까?
SCRNITM#rpptQ8,8. 고객님이 계획하는 자금의 투자 가능 기간은 얼마나 되십니까?
SCRNITM#rpptQ9,9. 고객님의 투자목적은 무엇입니까?
SCRNITM#rprcsngWaitingHms,재처리대기시간
SCRNITM#rprsnAgrmnt,담보.보증및 관련약정
SCRNITM#rprsntnBzmanNm,대표명
SCRNITM#rprsntnPhone,대표전화
SCRNITM#rprsnttvCntctPrhbt,대표전화 수신허용구분
SCRNITM#rprsnttvIdTelNbr,대표전화 식별번호
SCRNITM#rprsnttvIntrntnlNbr,대표전화 국가
SCRNITM#rprsnttvSerialTelNbr,대표전화 고유번호
SCRNITM#rprsnttvTelExchngNbr,대표전화 국번호
SCRNITM#rprsnttvUnqID,대표고유식별번호
SCRNITM#rprsnttvUnqIdNbr,대표자고유식별번호
SCRNITM#rprsntvDtlTp,대표상세유형
SCRNITM#rprsntvId,대표자
SCRNITM#rprsntvYn,대표여부
SCRNITM#rpsntvIdNbr,대표자주민번호
SCRNITM#rpsntvNm,대표자성명
SCRNITM#rpyblAmt,상환가능액
SCRNITM#rpyblInt,상환가능 이자
SCRNITM#rpyblPrncpl,상환가능 원금
SCRNITM#rpyblTotAmt,상환 합계액
SCRNITM#rpymntAcct,상환계좌
SCRNITM#rpymntAmntOfLnAplctn,대출 신청 상환 금액
SCRNITM#rpymntAmt,상환금액
SCRNITM#rpymntAmtMnth,상환금액(월)
SCRNITM#rpymntCdAfPrtlRpymnt,일부상환후상환코드
SCRNITM#rpymntCncltn,상환취소
SCRNITM#rpymntCycl,상환회차
SCRNITM#rpymntCyclNbr,상환횟수
SCRNITM#rpymntDstnctn,상환구분
SCRNITM#rpymntDt,상환일자
SCRNITM#rpymntIn7days,7일 내 상환금액
SCRNITM#rpymntMthd,상환방법
SCRNITM#rpymntPrncpl,상환원금
SCRNITM#rpymntSchdl,상환스케줄
SCRNITM#rpymntSchdlSample,상환계획
SCRNITM#rpymntSchdldAmt,상환예정금액
SCRNITM#rpymntSchdldAmtInqry,상환예정금액조회
SCRNITM#rpymntSchdldAttr,상환예정속성
SCRNITM#rpymntSchdldDt,상환예정일자
SCRNITM#rpymntSts,상환상태
SCRNITM#rpymntTpDscd,상환유형구분
SCRNITM#rpymntTrmUnit,상환기간단위
SCRNITM#rpymntTxDt,환출거래일자
SCRNITM#rpymntin7d,7일 이내 상환금액
SCRNITM#rpynw,즉시상환
SCRNITM#rqer,요청자
SCRNITM#rqerNm,의뢰인
SCRNITM#rqrdDocs,구비서류
SCRNITM#rqstAmt,요청액
SCRNITM#rqstAuth,인증 신청
SCRNITM#rqstChnlDscd,요청채널구분
SCRNITM#rqstDept,요청자 부서
SCRNITM#rqstDt,요청일자
SCRNITM#rqstEndDt,요청종료일자
SCRNITM#rqstId,요청식별자
SCRNITM#rqstPurpose,징구목적
SCRNITM#rqstRsn,요청사유
SCRNITM#rqstRspnsDscd,요청응답구분
SCRNITM#rqstStartDt,요청시작일자
SCRNITM#rqstTm,요청시간
SCRNITM#rsdncDscd,거주구분
SCRNITM#rsdncLctn,소재국가
SCRNITM#rsdncLctnI,거주소재지
SCRNITM#rsdncyNtn,거주 국가
SCRNITM#rsdntDscd,거주자구분
SCRNITM#rsdntlLctn,거주소재지
SCRNITM#rsltAmt,결과합계액
SCRNITM#rsltCnt,결과건수
SCRNITM#rsltDtlFee,수수료상세
SCRNITM#rsltDtlIntRt,이자율상세
SCRNITM#rsltDtlVw,결과상세보기
SCRNITM#rsltOfAcctBlck,계좌제한 결과
SCRNITM#rsltOfAlctngCsh,현금할당 결과
SCRNITM#rsltOfBuygCash,현금매수결과
SCRNITM#rsltOfBuygFrgncCrncy,외국통화 매입 결과
SCRNITM#rsltOfClcltnRpymnt,상환 계산 결과
SCRNITM#rsltOfClctngCsh,현금수금 결과
SCRNITM#rsltOfClose,해지결과
SCRNITM#rsltOfClsgLn,여신해지 결과
SCRNITM#rsltOfCnclngTx,거래 취소 결과
SCRNITM#rsltOfCshInOut,현금 입출납 결과
SCRNITM#rsltOfDocRvw,서류 심사 결과
SCRNITM#rsltOfDpst,예금결과
SCRNITM#rsltOfLnDsbrsmnt,여신실행 결과
SCRNITM#rsltOfLnRvw,대출 심사 결과
SCRNITM#rsltOfOpnAcct,신규 계약 결과
SCRNITM#rsltOfRpyngLn,여신 상환결과
SCRNITM#rsltOfSellgCash,현금매도결과
SCRNITM#rsltOfSellgFrgncCrncy,외국통화 매도 결과
SCRNITM#rsltOfSmltn,시뮬레이션 결과
SCRNITM#rsltOfTmpryAcctClear,가수가지급계좌정리 결과
SCRNITM#rsltOfTrnsfr,이체결과
SCRNITM#rsltOfWhdrwl,출금결과
SCRNITM#rsn,사유
SCRNITM#rsnForAprvl,승인이유
SCRNITM#rspblPersonNm,담당자명
SCRNITM#rspnsWaiting,응답대기
SCRNITM#rsrvdTrnsfrDt,예약이체일자
SCRNITM#rsrvtnSndDt,예약발송일
SCRNITM#rsrvtnTrnsfrDt,예약이체일자
SCRNITM#rsrvtnTrnsfrDtTm,예약이체일시
SCRNITM#rsrvtnTrnsfrTmDscd,예약이체시간구분
SCRNITM#rstrctAmt,동결금액
SCRNITM#rstrctRsn,동결사유
SCRNITM#rstrctnCd,제한코드
SCRNITM#rstrctnCnd,제약조건
SCRNITM#rstrctnDt,제한일자
SCRNITM#rstrctnEndDt,제한종료일자
SCRNITM#rt,율
SCRNITM#rt2,대출이율
SCRNITM#rtElement,율기본
SCRNITM#rtElmntList,금리요소목록
SCRNITM#rtFormula,금리산식
SCRNITM#rtMsurUnitDscd,율측정단위구분
SCRNITM#rtPer10000shares,만단위수익
SCRNITM#rtPer1000shares,
SCRNITM#rtTrmDscd,이율기간구분
SCRNITM#rtTrmDstnctnCdDesc,※ 이율기간구분: 이자계산시 이율을 월 이율을 쓸 것인지, 연이율을 쓸 것인지에 대한 설정임.
SCRNITM#rtndAmtCntrstDfrncAmt,보유액대비차액
SCRNITM#rtndLmtCntrstDfrncAmt,보유한도대비차액
SCRNITM#rtnr,반환자
SCRNITM#rtnrT,
SCRNITM#rtrmntDt,퇴직일자
SCRNITM#rtrnAmt,수익
SCRNITM#rtrnIntAmt,환출이자
SCRNITM#rtrnRsnCd,반송사유
SCRNITM#rtrnYn,환출여부
SCRNITM#rule,규칙
SCRNITM#ruleCntnt,규칙내용
SCRNITM#ruleInfo,규칙정보
SCRNITM#rulePrcsTpCd,규칙처리유형
SCRNITM#ruleResult,규칙결과
SCRNITM#ruleType,규칙유형
SCRNITM#runCentercut,센터컷실행
SCRNITM#runCnfrm,실행 하시겠습니까?
SCRNITM#ruseAbl,재사용가능
SCRNITM#rvctnAttr,해제 속성
SCRNITM#rvctnDate,해제일자
SCRNITM#rvctnDept,해제부서
SCRNITM#rvctnDt,해제일자
SCRNITM#rvctnHms,해제시간
SCRNITM#rvctnRsn,제한사유
SCRNITM#rvctnRsnCntnt,해제사유내용
SCRNITM#rvctnRsnTp,해제사유유형
SCRNITM#rvctnStaff,해제스태프
SCRNITM#rvctnYn,해제여부
SCRNITM#rvlvngAgrmntBillRt,리볼빙약정청구율
SCRNITM#rvlvngMemberYn,리볼빙회원여부
SCRNITM#rvwr,심사자
SCRNITM#rvwrInfo,심사자 정보
SCRNITM#sadfsafa,asdfadf
SCRNITM#saleAcptncDt,매출접수일자
SCRNITM#saleAmt,매출액
SCRNITM#saleCorpNm,판매기업명
SCRNITM#saleDt,판매일
SCRNITM#saleEndDt,판매종료일자
SCRNITM#saleItm,판매품목
SCRNITM#saleLnLmtAgrmnt,판매대출한도약정
SCRNITM#saleStDt,판매시작일
SCRNITM#saleStartDt,판매시작일자
SCRNITM#saleTotAmt,매출합계금액
SCRNITM#saleUseAgrmnt,판매이용약정
SCRNITM#saleableAmt,판매가능잔액
SCRNITM#salesAmt,매출금액
SCRNITM#salesDt,매출일자
SCRNITM#salesRcvDt,매출접수일자
SCRNITM#salesTotAmt,매출합계금액
SCRNITM#sample_title,페이지 헤더
SCRNITM#saveAplySeq,적용순서 저장
SCRNITM#saveCndSeq,조건순서 저장
SCRNITM#sbcsrbWMPwthdrw,청약하신 {0}이 취소되었습니다.,
SCRNITM#sbscrb,청약
SCRNITM#sbscrbEndDt,모집기간종료일자
SCRNITM#sbscrbStartDt,모집기간시작일자
SCRNITM#sbscrbd,청약
SCRNITM#sbstttPriceBaseDt,대용가기준일자
SCRNITM#sbtrctnAmt,차감금액
SCRNITM#scanBtn,스캔
SCRNITM#scanMsg,QR코드 또는 Bar코드를 스캔하세요
SCRNITM#schTrnsfrInfo,{2} 카드로부터 {1} 금액 {0} 이체.
SCRNITM#schdl,
SCRNITM#schdlTpCd,스케줄유형
SCRNITM#schdldTrnsfr,자동이체
SCRNITM#schedule_trnsfr,자동이체설정
SCRNITM#screenSave,저장하시겠습니까?
SCRNITM#scrnAcsAthrty,화면 접근 권한
SCRNITM#scrnAuth,화면 권한
SCRNITM#scrnChngAbl,화면변경가능
SCRNITM#scrnDsplyRule,화면표시규칙
SCRNITM#scrnDtl,화면상세
SCRNITM#scrnFldList,화면필드목록
SCRNITM#scrnId,화면식별자
SCRNITM#scrnInp,화면입력
SCRNITM#scrnInpFldVrtnTpCd,화면입력필드변화유형
SCRNITM#scrnList,화면목록
SCRNITM#scrnNm,화면명
SCRNITM#scrnSrch,화면 검색
SCRNITM#scrnSrchRslt,화면검색결과
SCRNITM#scrnTp,화면유형
SCRNITM#scrtyCheckRsltTpCd,보안체크결과유형코드
SCRNITM#scrtyIntCntnt,설정내역
SCRNITM#scrtyIntDt,설정일자
SCRNITM#scrtyIntInfo,설정 정보
SCRNITM#scrtyIntInqry,설정조회
SCRNITM#scrtyIntRgstrn,설정등록
SCRNITM#scrtyIntStsDt,설정상태일자
SCRNITM#scrtyIntTpCd,설정종류코드
SCRNITM#scrtyQ&A,보안질문 답
SCRNITM#scrtyQstnCnfgr,보안 질문 설정
SCRNITM#scrtySrvc,보안서비스
SCRNITM#scsflBid,낙찰
SCRNITM#sctnEndDt,구간종료일자
SCRNITM#sctnStartDt,구간시작일자
SCRNITM#scu100-custId,고객식별자
SCRNITM#scu100-custNm,고객명
SCRNITM#scu100-custSrchCrtrCd,검색기준
SCRNITM#scu100-custUnqIdNbr,고객고유식별번호
SCRNITM#scu100-tranrDscd,거래자구분
SCRNITM#search,검색
SCRNITM#search-detail,상세조회
SCRNITM#searchCnd,검색 조건
SCRNITM#searchDeptList,부서 목록 검색
SCRNITM#searchDeptTree,부서 트리 검색
SCRNITM#searchDscn,조회구분
SCRNITM#searchInfo,직접 입력 할 수 없습니다. 검색버튼을 이용 하십시오.
SCRNITM#secondSrc,2순위상환
SCRNITM#securedDebtCnfrmtnDt,피담보채무확정일자
SCRNITM#securedDebtCnfrmtnTpCd,피담보채무확정유형
SCRNITM#securityMgt,보안관리
SCRNITM#seeMore,더보기
SCRNITM#selAddr,선택주소
SCRNITM#selamt,당행의 매도금액
SCRNITM#select,선 택
SCRNITM#select-language,언어 선택
SCRNITM#selectLnAcct,대출계좌 선택
SCRNITM#selectRoleTmplt,부서역할템플릿을 선택해 주십시오.
SCRNITM#selectRowCopy,선택 행복사
SCRNITM#selectStaff,스태프를 선택해 주십시오.
SCRNITM#selectedScrnMove,선택화면이동
SCRNITM#self,본인
SCRNITM#selfChnlAcctgDept,셀프채널회계부서
SCRNITM#selfChnlAcctgDeptDesc,※ 셀프체널회계부서: 셀프채널회계부서처리구분이 지정부서인 경우 필수적으로 해당 부서를 지정해야 함.
SCRNITM#selfChnlAcctgDeptDsDesc,※ 셀프채널회계부서처리구분: 셀프채널에서 거래 발생시 회계처리를 고객관리부서를 적용할 것인지 지정부서를 적용할 것인지를 결정.
SCRNITM#selfChnlAcctgDeptPrcsDs,셀프채널회계부서처리구분
SCRNITM#selfChnlAcctgDeptPrcsDscd,셀프채널회계부서처리구분
SCRNITM#selfChnlCustMgmtDept,셀프채널고객관리부서
SCRNITM#selfChnlCustMgmtDeptId,셀프채널신규고객관리부서
SCRNITM#selfChnlSesnCd,셀프채널세션
SCRNITM#selfChnlSession,셀프채널세션
SCRNITM#sell,매도
SCRNITM#sell/buy,매수매도
SCRNITM#sellEdDt,판매종료일
SCRNITM#sellable,모집중
SCRNITM#sendAuthSMS,인증문자발송
SCRNITM#seqNbr,일련번호
SCRNITM#session,세션
SCRNITM#setAcctNbr,계좌번호를 입력 하십시오.
SCRNITM#setBizInfo,영업 정보 설정
SCRNITM#setInst,기관 설정
SCRNITM#setNewLoginPwd,새 로그인비밀번호를 입력하세요
SCRNITM#setPswd,비밀번호
SCRNITM#setPwdCnfrm,재입력
SCRNITM#setTxPswd,거래 비밀번호 설정
SCRNITM#setTxPswdCntnt,이체 및 대출등 금융거래에 사용할 거래비밀번호를 6~20 자리로 입력하세요.
SCRNITM#setTxPwd,거래비밀번호를 입력하세요.
SCRNITM#settingImg,설정 이미지
SCRNITM#settingImgAtrbt,설정 이미지 속성
SCRNITM#settingPymnt,결제설정
SCRNITM#settingTrgtInstNm,설정대상기관
SCRNITM#settingVal,설정값
SCRNITM#settlementParam,정산 파라미터
SCRNITM#shadow,그림자
SCRNITM#shadowColor,그림자색
SCRNITM#shopOwnDscd,소유점포규모
SCRNITM#showProcessingStatus,처리상태보기
SCRNITM#shrnTpDscd,공유유형구분
SCRNITM#shrnTrgtDscd,공유대상구분
SCRNITM#signUp,회원가입
SCRNITM#signUp2,회원가입
SCRNITM#signUpGuide,P2P Platform을 이용하시기 위해서는 회원가입을 하셔야 합니다. 회원 가입시 입출금전용계좌가 자동 생성되며 투자 및 대출 거래를 위해서는 회원가입 후 인증 절차를 반드시 거쳐야 합니다.
SCRNITM#simulApply,서비스적용 시뮬레이션
SCRNITM#simulate,시뮬레이션
SCRNITM#singleBrwrCrdtLmtAmt,신용한도금액
SCRNITM#singleBrwrCrdtLmtSpareAmt,신용한도여유금액
SCRNITM#singleBrwrCrdtLnAmt,신용대출금액
SCRNITM#singleBrwrGrntAmt,보증금액
SCRNITM#singleBrwrGrntLmtAmt,보증한도금액
SCRNITM#singleBrwrGrntLmtSpareAmt,보증한도여유금액
SCRNITM#singleBrwrTotLmtAmt,총한도금액
SCRNITM#singleBrwrTotLmtSpareAmt,총한도여유금액
SCRNITM#singleBrwrTotLnAmt,총대출금액
SCRNITM#siteLbrtryDscd,사이트연구소구분
SCRNITM#siteVisitDt,현장답사일자
SCRNITM#skpVldtn,오류무시여부
SCRNITM#slctListCnd,목록조건선택
SCRNITM#slctdItmAllAprvl,선택항목일괄승인
SCRNITM#slctdItmAllDsprvl,선택항목일괄취소
SCRNITM#slctdItmAllRjct,선택항목일괄거절
SCRNITM#slipDscd,전표구분코드
SCRNITM#slipDstnctn,전표구분
SCRNITM#slipNbr,전표번호
SCRNITM#slipOcrDscd,전표발생구분
SCRNITM#smallDpstAmt,소액보증금액
SCRNITM#smartDpst,스마트 예금
SCRNITM#smlt,시뮬레이션
SCRNITM#smltFee,예상수수료
SCRNITM#smltn,시뮬레이션
SCRNITM#smltnDt,시뮬레이션년월일
SCRNITM#smltnIntRt,예상 금리
SCRNITM#smltnSaleAmt,추정매출액
SCRNITM#smry,요약 정보
SCRNITM#smryColumnDesc,항목 설명요약
SCRNITM#smsAuth,SMS 인증
SCRNITM#smtnTrgtTxDscd,집계대상거래구분
SCRNITM#sndDt,발송일자
SCRNITM#sndMediaTpCd,발송매체유형
SCRNITM#sndRcvDscd,인도인수구분
SCRNITM#sndRcvDstnctn,인도인수구분
SCRNITM#sndRcvTrgtDscd,인도인수대상구분
SCRNITM#sndRcvTrgtDstnctn,인도인수대상구분
SCRNITM#sndRcvdDscd,송수신구분
SCRNITM#sndTrgtTpDscd,발송대상형태구분
SCRNITM#sngl,미혼
SCRNITM#snpshtDt,스냅샷일자
SCRNITM#spareLimitInfo,동일인 잔여한도내역
SCRNITM#spcfcTireAply,특정계층사용
SCRNITM#specialBondRprtngDscd,특수채권명세구분
SCRNITM#specialChar,특수문자
SCRNITM#specialRpymntDscd,특별상환구분
SCRNITM#splyChnFnncLmtAgrmnt,한도 약정
SCRNITM#splyChnFnncLnLmtAplctnCntnt,SCF 대출 한도 신청 내역
SCRNITM#splyChnFnncLnLmtAplctnDtls,SCF 대출 한도 신청 내역
SCRNITM#splyChnFnncTxAgrmntAgree,SCF 거래 약정 동의
SCRNITM#splyChnFnncTxDscd,SCF거래구분
SCRNITM#spnsAcctChngDscd,가수가지급변경구분
SCRNITM#spnsAcctPrcsngDscd,잡좌처리구분
SCRNITM#spnsDt,거래중지편입일자
SCRNITM#spouseAnlzdIncomeAmt,배우자연금소득금액
SCRNITM#spouseBizIncomeAmt,배우자사업소득금액
SCRNITM#spouseIncomeInfo,배우자소득정보
SCRNITM#spouseLbltyInfo,배우자부채정보
SCRNITM#spouseLbrIncomeAmt,배우자근로소득금액
SCRNITM#spouseLeaseIncomeAmt,배우자임대소득금액
SCRNITM#spouseOthrIncomeAmt,배우자기타소득금액
SCRNITM#spouseTotIncomeAmt,배우자총소득금액
SCRNITM#sprdAplyFormula,스프레드 적용산식
SCRNITM#sprdInfo,스프레드 정보
SCRNITM#sprdRt,스프레드율
SCRNITM#sprfcsSettingDt,지상권설정일자
SCRNITM#spvsr,관리자
SCRNITM#spvsrAthrznDscd,책임자승인구분
SCRNITM#spvsrAthrznTxYn,책임자승인거래여부
SCRNITM#spvsrDept,감독부서
SCRNITM#spvsrDeptId,감독부서식별자
SCRNITM#spvsrList,책임자목록
SCRNITM#spvsrStaffIdCntnt,책임자스태프내용
SCRNITM#srchAddr,주소 검색
SCRNITM#srchAsmItmTblRslt,심사속성테이블명세
SCRNITM#srchCnd,검색 조건
SCRNITM#srchCrtr,검색조건
SCRNITM#srchCust,고객검색
SCRNITM#srchRslt,검색 결과
SCRNITM#srchRsltDtl,검색 결과 상세
SCRNITM#srchTp,검색유형
SCRNITM#srvc,서비스
SCRNITM#srvcAcsAthrty,서비스 접근 권한
SCRNITM#srvcBlckngAmt,계약서비스제한금액
SCRNITM#srvcBlckngAtrbt,서비스제한 속성
SCRNITM#srvcBlckngCd,서비스제한코드
SCRNITM#srvcBlckngCdList,서비스제한 목록
SCRNITM#srvcBlckngCntnts,계약서비스제한내용
SCRNITM#srvcBlckngCrncy,계약서비스제한금액통화코드
SCRNITM#srvcBlckngInfo,서비스제한정보
SCRNITM#srvcBlckngNm,서비스제한명
SCRNITM#srvcBlckngSeq,계약서비스제한일련번호
SCRNITM#srvcBlckngSts,계약서비스제한상태코드
SCRNITM#srvcBlckngTp,서비스제한유형
SCRNITM#srvcBlckngTrgtBizDscdInfo,제한대상 업무구분 정보(미선택시 전체적용)
SCRNITM#srvcCd,서비스코드
SCRNITM#srvcCmpnt,서비스 컴포넌트
SCRNITM#srvcCmpnt2,서비스컴포넌트
SCRNITM#srvcInfo,서비스 정보
SCRNITM#srvcInpItm,서비스 입력항목
SCRNITM#srvcInpVldtnMndtry,서비스입력검증필수
SCRNITM#srvcInpVldtnMndtryYn,서비스입력검증필수여부
SCRNITM#srvcList,서비스 목록
SCRNITM#srvcNm,서비스명
SCRNITM#srvcOutpItm,서비스 출력항목
SCRNITM#srvcPopup,서비스코드 팝업
SCRNITM#srvcPrfl,서비스프로파일
SCRNITM#srvcPrflAtrbt,서비스프로파일 속성
SCRNITM#srvcPrflList,서비스프로파일 목록
SCRNITM#srvcPrflSave,서비스프로파일을 추가하시겠습니까?
SCRNITM#srvcRstrctnCd,서비스제한코드
SCRNITM#srvcRstrctnEndDtm,서비스제한종료일시
SCRNITM#srvcRstrctnEndTmstmp,서비스제한종료일시
SCRNITM#srvcRstrctnStartDtm,서비스제한시작일시
SCRNITM#srvcRstrctnStartTime,서비스제한시작일시
SCRNITM#srvcRule,서비스규칙
SCRNITM#srvcSrchRslt,서비스검색결과
SCRNITM#srvcSts,서비스상태
SCRNITM#srvcTpCd,서비스유형코드
SCRNITM#srvcTpNm,서비스유형명
SCRNITM#srvcTrgtArrSrvcTpInfo,제한대상 계약서비스 유형 속성
SCRNITM#srvcTrgtArrSrvcTpList,제한대상 계약서비스 유형 목록
SCRNITM#staff,스태프
SCRNITM#staffAmt,스태프 금액
SCRNITM#staffEmplymntTpCd,스태프고용유형
SCRNITM#staffGridRslt,스태프별 집계
SCRNITM#staffGrp,스태프그룹
SCRNITM#staffId,스태프식별자
SCRNITM#staffList,스태프 목록
SCRNITM#staffLoinId,스태프 로그인 아이디
SCRNITM#staffNm,스태프명
SCRNITM#staffPswdChngRsnCd,스태프비밀번호변경사유코드
SCRNITM#staffRoleAttr,스태프 역할 속성
SCRNITM#staffRoleHistory,스태프 역할 이력
SCRNITM#staffRoleInformation,스태프 역할 정보 
SCRNITM#staffSrch,스태프 검색
SCRNITM#staffSts,스태프상태
SCRNITM#staffTp,스태프유형
SCRNITM#staffTpCd,스태프유형
SCRNITM#start,시작
SCRNITM#startDate,시작일자
SCRNITM#startDt,시작일자
SCRNITM#startMktgDt,홍보시작일자
SCRNITM#startOprtngDt,운용시작일자
SCRNITM#startRaisingDt,모집시작일자
SCRNITM#startScore,시작점수
SCRNITM#startTime,생성년월일
SCRNITM#startTm,시작시간
SCRNITM#startTpCd,시작유형
SCRNITM#startTxHms,시작거래시각
SCRNITM#startingDate,운용시작일자
SCRNITM#stckReleaseDscd,입출고구분
SCRNITM#std,표준
SCRNITM#stdAtrbtSrch,표준속성 검색
SCRNITM#stdAtrbtVldtn,표준 속성 검증
SCRNITM#stdAtrbtVldtnUseYn,표준속성검증 사용 여부
SCRNITM#stdAtrbtVldtnWay,표준속성검증방법
SCRNITM#stdAtrbtVldtnYn,표준속성검증여부
SCRNITM#stdAttributeVldtn,표준속성검증
SCRNITM#stdEngAbrvtnNm,표준영문약어
SCRNITM#stdIndsCl,표준산업분류
SCRNITM#stdIndsClCd,표준산업분류
SCRNITM#stdInstDscd,표준기관구분
SCRNITM#step,스텝
SCRNITM#step-status-update-msg,스텝의 상태를 수정하시겠습니까?
SCRNITM#stepDesc,스텝 설명
SCRNITM#stepEndHms,스텝종료시간
SCRNITM#stepNm,스텝명
SCRNITM#stepStartHms,스텝시작시간
SCRNITM#stepStatusProgress,스텝진행현황
SCRNITM#stepStsChngErr,정상종료로는 상태변경을 할 수 없습니다.
SCRNITM#stlmnt,결산
SCRNITM#stlmntAfAmt,결산후금액
SCRNITM#stlmntBaseDt,결산기준일자
SCRNITM#stlmntBasicRecord,정산 근기
