namespace,cbb_items
SCRNITM#cntctHomePhone,家庭联系电话
SCRNITM#cntctMobile,联系手机
SCRNITM#cntctMthdTp,联系方式
SCRNITM#cntctMthdTpCd,联系方式
SCRNITM#cntctOfficeAddr,办公联系地址
SCRNITM#cntctOfficePhone,办公联系电话
SCRNITM#cntctPntDscd,
SCRNITM#cntctPntInfo, 联络点资料
SCRNITM#cntctPntInfoCntnt, 联络点资料
SCRNITM#cntctPntList,联系地点目录
SCRNITM#cntctPntMthdTp,
SCRNITM#cntctPntTpCd,联络方式类别
SCRNITM#cntctPrhbtnDscd,
SCRNITM#cntctPrhbtnTpCd,
SCRNITM#cntctfficeFax,办公联系传真
SCRNITM#cntnntDscd,
SCRNITM#cntntLctn,
SCRNITM#cntrCtLogTpCd,热批处理日志类型
SCRNITM#cntrctGoods,合同物品
SCRNITM#cntrctGoodsAtrbt,
SCRNITM#cntrctGoodsList,
SCRNITM#cntrctTrmCnt,
SCRNITM#cntrlChrCd,控制区别代码
SCRNITM#cntrlCntrTpCd,控制中心类型
SCRNITM#cntrprtyCloseDt,
SCRNITM#cntrprtyRegtDstnctn,
SCRNITM#cntrprtyRegtDt,
SCRNITM#coOwnr,
SCRNITM#coaList,帐号的代码名单
SCRNITM#code,代码
SCRNITM#collateralInfo,
SCRNITM#collateralLn,质押贷款完成
SCRNITM#collateralPerc,质押比例
SCRNITM#collateralPrd,质押产品名称
SCRNITM#color,颜色
SCRNITM#columnSeq,
SCRNITM#comingsn,即将发售
SCRNITM#commCdListTitle,代码目录查询
SCRNITM#commCdMListTitle,代码号目录查询
SCRNITM#conReq,咨询申请
SCRNITM#conditionInfo,条件信息
SCRNITM#conditional-approval,附条件批准
SCRNITM#confirm,确定
SCRNITM#congrats,恭喜您注册成功。
SCRNITM#connect,
SCRNITM#constantVarialbleDistinction,
SCRNITM#corpDtlTp,
SCRNITM#corpInfo,
SCRNITM#corpInfo2,
SCRNITM#corpInfoChng,企业信息更改
SCRNITM#corpNm,企业名
SCRNITM#corpnNm,法人名
SCRNITM#correctAnswer,正确的答案
SCRNITM#cpCnt,
SCRNITM#cpCntnt,
SCRNITM#crAtrbtList,計算屬性列表
SCRNITM#crUnitCd,
SCRNITM#crUnitCdNm,計算單位代碼名稱
SCRNITM#crUnitDscd,計算單位區別代碼
SCRNITM#crUnitId,計算單位編號
SCRNITM#crctn,更正
SCRNITM#crctnDstnctn,修正分区
SCRNITM#crctnToGlPrcsng,
SCRNITM#crdtAmt,贷方金额
SCRNITM#crdtDebtRegt,null
SCRNITM#crdtGrade,
SCRNITM#crdtInfoQryUseAgrmntYn,
SCRNITM#crdtLnLmtChkRsltCd,
SCRNITM#crdtLonBsicLmtAmt,
SCRNITM#crdtOffrForm,
SCRNITM#crdtSum,贷方总计
SCRNITM#crdtrDscd,
SCRNITM#crdtrtgGrade,
SCRNITM#crdtrtgGradeCd,
SCRNITM#crdtrtgMdlDs,
SCRNITM#crdtrtgMdlDscd,
SCRNITM#create2,新建
SCRNITM#create3,新建
SCRNITM#credit/debit,贷记/借记
SCRNITM#creditLimitInfo,
SCRNITM#creditLn,信用贷款
SCRNITM#crncy,货币
SCRNITM#crncyCd,货币代码
SCRNITM#crncyCdNm,面额类别分区
SCRNITM#crncyExRt,
SCRNITM#crncyExRtInq,
SCRNITM#crncyExTpCd,
SCRNITM#crncySymbol,￥
SCRNITM#crspndntBnk,
SCRNITM#crtfctAplctnChnlDscd,
SCRNITM#crtfctIssueMediaTpCd,
SCRNITM#crtfctUseTpCd,
SCRNITM#crtnDt,创建日期
SCRNITM#cuPrefInfo,Cust. Preference
SCRNITM#cupldSysDscd,
SCRNITM#curCashBal,当前账户余额
SCRNITM#currentBal,当前余额
SCRNITM#currentCash,当前现金账户余额为
SCRNITM#currentVal,账户价值
SCRNITM#currentVersion,当前版本
SCRNITM#currentpstn,理财产品总额
SCRNITM#custAcctCatlgu,客户账号目录
SCRNITM#custAcdntReport,客户事故报告
SCRNITM#custAcdntReportTpCd,
SCRNITM#custActionTpCd,
SCRNITM#custAplyIntRt,
SCRNITM#custBasInfo,null
SCRNITM#custBaseAtrbt,
SCRNITM#custCloseCnfrm,
SCRNITM#custDfltGrade,客户默认等级
SCRNITM#custDfltGradeAtrbt,客户默认等级 属性
SCRNITM#custDocRel,客户文件关系
SCRNITM#custDscd,
SCRNITM#custDtlTp,客户详细类别
SCRNITM#custDueDlgncGrade,
SCRNITM#custEngNm,
SCRNITM#custGrade,客户等级
SCRNITM#custGradeCd,等级代码
SCRNITM#custGradeCdCntnt,等级类型名称
SCRNITM#custGradeKndDscd,客户等级种类分别
SCRNITM#custGradeKndTp,客户等级种类类型
SCRNITM#custGradeKndTpCd, 等级类型代码
SCRNITM#custGrpTpCd,客户群类型
SCRNITM#custId,客户ID
SCRNITM#custInfo,
SCRNITM#custInfoMdfctn,客户信息变更
SCRNITM#custInfoUseAgrmntGoalCd,个人信息提供同意目的代码
SCRNITM#custInfoUseAgrmntTpCd,
SCRNITM#custInqryTrgt,客户查询目标
SCRNITM#custList,客户目录
SCRNITM#custLmtTpCd,
SCRNITM#custMbrshpRule,
SCRNITM#custMbrshpRuleAtrbt,
SCRNITM#custNbr,客户号码
SCRNITM#custNm,客户名
SCRNITM#custNmDscd,
SCRNITM#custPrfInfoInq,
SCRNITM#custQryTrmTpCd,
SCRNITM#custRel,客户关系
SCRNITM#custRelSts,客户关系状态
SCRNITM#custRelTpCd,客户关系类型
SCRNITM#custRiskEvltnGradeCd,
SCRNITM#custRiskEvltnGradeScore,
SCRNITM#custRltdPerson,客户关系人
SCRNITM#custRprsn,客户关系人
SCRNITM#custRprsnRole,
SCRNITM#custSrchDs,客户搜索区别
SCRNITM#custSrvc,
SCRNITM#custSts,客户状态
SCRNITM#custStsfctnCntr,欲了解更多信息,请联系客户服务号1588-1588
SCRNITM#custTp,
SCRNITM#custTpCd,
SCRNITM#custTpDscd,
SCRNITM#custTxDscd,
SCRNITM#custUnqIdNbrTp,身份证号码类别
SCRNITM#custUnqIdNbrTpCd,
SCRNITM#customer,
SCRNITM#customscener,客服中心
SCRNITM#cycl,批次
SCRNITM#dMdlClNm,产品中分类名
SCRNITM#daily,每天
SCRNITM#dailyBalHstMgmtYn,每日余额历史管理
SCRNITM#dailyProfit,万份收益
SCRNITM#data-delete-msg,确定要删除？
SCRNITM#dataChkMsg,数据没有改变。
SCRNITM#dataDscd,
SCRNITM#dataTpCd,
SCRNITM#dataUseDscd,
SCRNITM#dataVldtnErrDtl,
SCRNITM#dateRule,请确认日期格式。日期格式为 “YYYY-MM-DD”。
SCRNITM#day,日
SCRNITM#days,日
SCRNITM#dbCdtDstnctn,借贷区分
SCRNITM#dcsnDt,
SCRNITM#dcsnItmDscd,
SCRNITM#debit,借方
SCRNITM#debitAmt,借方金额
SCRNITM#debitCrdtDscd,借记/贷记
SCRNITM#debitFundsCmpsInfo,
SCRNITM#debitSum,借方总计
SCRNITM#debtDscd,
SCRNITM#debtSum,
SCRNITM#debtSumAmt,
SCRNITM#defaultColorThm1,默认颜色主题1
SCRNITM#defaultColorThm2,默认颜色主题2
SCRNITM#defaultColorThm3,默认颜色主题3
SCRNITM#defaultUpDept,默认上级部门
SCRNITM#del,删除
SCRNITM#delCnfrm,
SCRNITM#delay-confirm-msg,是否延长还款日？
SCRNITM#delete,删除
SCRNITM#delete-err-msg,
SCRNITM#deleteCentercutJob,删除作业
SCRNITM#deletecolumn,行删除
SCRNITM#demandDept,请求部门
SCRNITM#demandStaff,请求材料
SCRNITM#deposit,存款
SCRNITM#deposit2,存入
SCRNITM#deposit3,我的资产
SCRNITM#depositScheduleRegistration,设定自动归集
SCRNITM#dept,部门
SCRNITM#deptAbrvtnNm, 部门简称名称
SCRNITM#deptCashIsHigherThanLmt,部门现金大于限度
SCRNITM#deptCashIsLowrThanLmt,部门现金小于限度
SCRNITM#deptCashLowrLmt,优先位置最小金额
SCRNITM#deptCashRtnd,部门保留现金
SCRNITM#deptCashUpperLmt,部门现金降高限度
SCRNITM#deptClsgDscd,
SCRNITM#deptClsrDt,
SCRNITM#deptDs, 部门区分
SCRNITM#deptDscd, 部门区分
SCRNITM#deptEngNm, 部门英文名称
SCRNITM#deptGridRslt,
SCRNITM#deptHldRoleList,部门角色列表
SCRNITM#deptHldRoleSetting, 设置部门角色
SCRNITM#deptHstSrch,搜索部门组织关系历史
SCRNITM#deptId,部门识别码
SCRNITM#deptList,部门名单
SCRNITM#deptNm, 部门名称
SCRNITM#deptOpnRslt,开立存款账户结果
SCRNITM#deptOrgnztnRel,部门组织关系
SCRNITM#deptOrgnztnRelCd,部门组织关系代码
SCRNITM#deptOrgnztnRelSeqNbr,部门组织关系序列号
SCRNITM#deptParam,部门参数
SCRNITM#deptPopup,部门弹出菜单
SCRNITM#deptPstnBal,部门借贷表
SCRNITM#deptPstnIsLowrThanPrfrdPstnMinAmt,部门位置低于优先位置最小金额
SCRNITM#deptRoleList, 角色列表
SCRNITM#deptRoleTmplt, 部门角色模板
SCRNITM#deptRoleTmpltId, 部门角色模板鉴定
SCRNITM#deptRoleTmpltNm, 部门角色模板名称
SCRNITM#deptRoleTmpltSrch, 查询部门角色模板
SCRNITM#deptSrch, 搜索部门
SCRNITM#deptSts, 部门状况
SCRNITM#deptTree, 部门树
SCRNITM#desiredPymntDt,
SCRNITM#desiredPymntNth,
SCRNITM#detail-view2,详细查看
SCRNITM#dfltScrnYn,是否为初始页面
SCRNITM#dfrnc,差异
SCRNITM#dfrntId,输入其他ID
SCRNITM#dfrntIdCard,换其他身份证
SCRNITM#dfrntMobilePhone,换手机号
SCRNITM#dlgAmt,买卖金额
SCRNITM#dlgAmtUnpdAmtCnd,
SCRNITM#dlgCnt,买卖总数
SCRNITM#dlgDstnctn,买卖类别
SCRNITM#dlgDt,买卖日期
SCRNITM#dlgInfo,买卖信息
SCRNITM#dlgtnCntnts,代表团内容
SCRNITM#dlgtnDetailInfo,
SCRNITM#dlgtnRcpt,
SCRNITM#dlgtnRpymnt,
SCRNITM#dlgtnStaffNm,授权人员姓名
SCRNITM#dlvryOrderDt,
SCRNITM#dlvryOrderDtl,
SCRNITM#dlvryRqstGoodsDtl,
SCRNITM#dlyTrnsfrDt,
SCRNITM#dlyTrnsfrUseYn,
SCRNITM#dmnDscd,
SCRNITM#dmnthDmstcWhdrwlAcmltAmt,国内货币取款月积数
SCRNITM#dmnthWhdrwlAcmltdAmt,取款月积数
SCRNITM#dmstcCrncyAmt,
SCRNITM#dnmcSurveyDscd,
SCRNITM#dnmcSurveyItmDscd,
SCRNITM#doc,文件
SCRNITM#docCl,文档分类
SCRNITM#docCmpnt,文档组件
SCRNITM#docId,文件ID
SCRNITM#docIssue,文件发送
SCRNITM#docIssueId,
SCRNITM#docIssueStsChngRsnCd,文档产生状态更改事由代码
SCRNITM#docMkngTp,文件制作类型
SCRNITM#docMkngTpCd,
SCRNITM#docNode,文档节点
SCRNITM#docNodeAtrbt,文档节点属性
SCRNITM#docNodeAtrbtNm,文档节点属性名
SCRNITM#docNodeNm,文档节点名
SCRNITM#docNoticeMsgRel,通知信息与文档关系 
SCRNITM#docSts,文档状态
SCRNITM#docStylesheet,文件样式表
SCRNITM#docTpCd,文件类型
SCRNITM#docUrl,文档路径
SCRNITM#docVerifyTpCd,文档验证类型代码
SCRNITM#dontRemberTxPwd,我不记得交易密码
SCRNITM#downloadComplete,下载完毕
SCRNITM#downloadfile,下载
SCRNITM#dplctnAbl,可能重复
SCRNITM#dplctnKeyValCntnt,重复检查键值
SCRNITM#dpsr,
SCRNITM#dpstAcctDscd,
SCRNITM#dpstAcctListMsg,会员认证后才能进行处理。即将回到该页面。
SCRNITM#dpstAcctOwnrNm,
SCRNITM#dpstAfMtrtyDtInt,存款到期利息
SCRNITM#dpstAmt,存款金额
SCRNITM#dpstAmtMgmt,null
SCRNITM#dpstAmtOcr,null
SCRNITM#dpstArrIntRtTpCd,
SCRNITM#dpstBnk,
SCRNITM#dpstCertiInfoMsg,只提供电子版。需要书面存款证明的客户请联系客服中心。
SCRNITM#dpstDtHstMgmtWay,存款日期历史管理方式
SCRNITM#dpstErlyTrmntnInt,存款提前支取利息
SCRNITM#dpstInfo,存款信息
SCRNITM#dpstInt,存款利息
SCRNITM#dpstNew,新建
SCRNITM#dpstNm,储户名
SCRNITM#dpstNrmlInt,存款正常利息
SCRNITM#dpstPd,存款产品
SCRNITM#dpstPdNm,存款产品名称
SCRNITM#dpstRmkDscd,
SCRNITM#dpstRprting,null
SCRNITM#dpstRslt,存款结果
SCRNITM#dpstSucss,已存款至以上账号。
SCRNITM#dpstTpCd,
SCRNITM#dpstTxDscd,
SCRNITM#dpstWhdrwlAcct,
SCRNITM#dpstWhdrwlAcctInfo,
SCRNITM#dpstWhdrwlAcctNbr,
SCRNITM#dpstWhdrwlAcctRegAndUseAgrmnt,
SCRNITM#dpstWhdrwlDs,取款支取区分
SCRNITM#dpstWhdrwlDscd,存款提款区别代码
SCRNITM#dpstWhdrwlDstntn,
SCRNITM#dpstWhdrwlList,
SCRNITM#drctBank,直销银行
SCRNITM#dropDscd,
SCRNITM#drwgOfBillDt,
SCRNITM#drwgWMP,我们将帮您撤销该笔申购，申购资金将转回至您的现金账户，请注意查收。
SCRNITM#dsbrsmntAttr,
SCRNITM#dscntAmtRtDscd,
SCRNITM#dscntAplyRuleDscd,
SCRNITM#dscntRtAmtDscd,
SCRNITM#dstbCncl,
SCRNITM#dstbCtvdDtlList,
SCRNITM#dstbCtvdExcRslt,
SCRNITM#dstbCtvdList,
SCRNITM#dstbCtvdRslt,
SCRNITM#dstbErrDtlCntnt,
SCRNITM#dstbErrList,
SCRNITM#dstbExecuteEndDt,
SCRNITM#dstbExecuteStartDt,
SCRNITM#dstbFin,
SCRNITM#dstbRqst,
SCRNITM#dstbRslt,
SCRNITM#dstbRsltSrvr,
SCRNITM#dstbRun,
SCRNITM#dstbStop,
SCRNITM#dstbTask,
SCRNITM#dstbTaskCncl,
SCRNITM#dstnctn,类别
SCRNITM#dstrbtSmry,
SCRNITM#dtFrmt,日期格式
SCRNITM#dtWeekDscd,星期几分别
SCRNITM#dtl,详情
SCRNITM#dtlAddr,详细地址
SCRNITM#dtlAddrDscd,
SCRNITM#dtlCd,详细代码
SCRNITM#dtlInfo,详细信息
SCRNITM#dtlList,详细列表
SCRNITM#dtoIsNull,请生成DTO后进行处理。
SCRNITM#dtrmDmstcWhdrwlAcmltdAmt,国内货币取款分期积数
SCRNITM#dtrmWhdrwlAcmltdAmt,取款分期积数
SCRNITM#due,逾期
SCRNITM#duedateInfo,
SCRNITM#duedateInfoChng,
SCRNITM#duedtInfoMgmt,null
SCRNITM#duedtInfoRegt,null
SCRNITM#duedtMgmtBizTpCd,
SCRNITM#duedtMgmtDtlTpCd,
SCRNITM#dvdndCaseRegt,null
SCRNITM#dvdndInfo,null
SCRNITM#dvlpmnt,开发
SCRNITM#edd,
SCRNITM#eddAdtnlAtrbt,
SCRNITM#eddCollPurpose,
SCRNITM#eddCollYn,
SCRNITM#eddFundsOriginCntnt,
SCRNITM#eddFundsOriginDscd,
SCRNITM#eddMgmt,
SCRNITM#eddTrgtDscd,
SCRNITM#eddTxPurposeCntnt,
SCRNITM#eddTxPurposeDscd,
SCRNITM#eddUpdtCyclCntnt,
SCRNITM#edit,编辑
SCRNITM#efctvEndBal,有效终止余额
SCRNITM#efctvEndDt,有效终止日期
SCRNITM#efctvScope,影响范围
SCRNITM#efctvStartBal,有效起始余额
SCRNITM#efctvStartDt,有效起始日期
SCRNITM#efctvStartHms,
SCRNITM#efctvTm,有效时间及时域
SCRNITM#efctvYm,
SCRNITM#effectRng,
SCRNITM#elctrncAddr,
SCRNITM#elctrncAddrInput,电子地址输入
SCRNITM#elctrncAddrList,
SCRNITM#electricity,电费
SCRNITM#email,Email(选填)
SCRNITM#emailAddr,电子邮件地址
SCRNITM#emailAddrChkMsg,必须登记电子邮件地址后才可进行。
SCRNITM#emailCntctPrhbtnTpCd,
SCRNITM#emailNotice,
SCRNITM#emailPhoneCntctPrhbt,
SCRNITM#emdongDscd,
SCRNITM#emplDscd,
SCRNITM#emplymntTpCd,
SCRNITM#empty,
SCRNITM#encrptnTpCd,
SCRNITM#encrptnYn,
SCRNITM#encryptDscd,加密方式
SCRNITM#endDate,结束日期
SCRNITM#endDt,结束日期
SCRNITM#endDtHms,
SCRNITM#endScore,
SCRNITM#engAddr,
SCRNITM#engAtrbtNm,英文属性名称
SCRNITM#engBsicAddrCntnt,
SCRNITM#engCustNm,
SCRNITM#engDtlAddrCntnt,
SCRNITM#engHomeAddr,
SCRNITM#engWrdNm,英文单词
SCRNITM#english,英文
SCRNITM#enterExstngTxPswd,请输入您的交易密码。
SCRNITM#erlyRpymnt,提前还款
SCRNITM#erlyTrmntn,提前解除
SCRNITM#erlyTrmntnDt,提前还款日
SCRNITM#erlyWarngStepDscd,
SCRNITM#errDtl,
SCRNITM#errDtlCntnt,
SCRNITM#errLvlCd,错误级别
SCRNITM#errMsgCd,错误消息代码
SCRNITM#errTpCd,
SCRNITM#error,
SCRNITM#errorAllwncCnt,容许错误次数
SCRNITM#estmtTrm,
SCRNITM#etcInfo,其他信息
SCRNITM#etcReportHms,
SCRNITM#etcReportRgstrnDt,
SCRNITM#etcReportSts,
SCRNITM#etcReportTp,
SCRNITM#evltnAmt,
SCRNITM#evltnPlAmt,评估损益金额
SCRNITM#evryTransDay7pm,每日定金额转入{0}元
SCRNITM#exDs,
SCRNITM#exFund,
SCRNITM#exKnd,
SCRNITM#exRtDscd,
SCRNITM#exRtInfoArea,
SCRNITM#exRtMarginInfo,
SCRNITM#excptnAprvlRsn,
SCRNITM#exctnAll,
SCRNITM#exctnDt,
SCRNITM#exctnHst,
SCRNITM#exctnTrmntn,
SCRNITM#exctnVldtn,
SCRNITM#exctnYn,
SCRNITM#execAutoInvstFixAmt,我们将在每日7:00PM触发自动定投.
SCRNITM#executeAutoDpst,我们将在每日7:00PM触发发自动转存.
SCRNITM#executeAutoInvstmnt,我们将在每日7:00PM触发发自动定投.
SCRNITM#executeCrdIssuing,进行 (再)发行卡
SCRNITM#executeDvd,
SCRNITM#executeIssuing,
SCRNITM#execution,提交
SCRNITM#exmntnAuth,审核认证
SCRNITM#exmntnDrtn,审核周期：大约2个工作日
SCRNITM#exmntning,审核中
SCRNITM#exmptnDscd,
SCRNITM#export,导出
SCRNITM#exstngAgrmntInfo,
SCRNITM#exstngPswd,修改前密码
SCRNITM#exstngTxPswd,修改前交易密码。
SCRNITM#extPymntAcctMsg,外部支付账户是为了进行转账转入处理的本行活期账户。
SCRNITM#extPymntRegtMsg,为了登记外部支付账户，注册的姓名与身份证号必须与外部支付机构的信息一致。与外部支付机构的实际联动，则以模拟处理。
SCRNITM#extrnlBizDscd,
SCRNITM#extrnlIdNbr,外部识别号码
SCRNITM#extrnlIdNbrTpCd,外部识别号码类型
SCRNITM#extrnlInfo,
SCRNITM#extrnlNetworkDpstWhdrwlDscd,
SCRNITM#extrnlNetworkDscd,
SCRNITM#extrnlPymntAcctInfo,外部绑定账户信息
SCRNITM#extrnlPymntAcctMgmt,外部绑定账户管理
SCRNITM#failMobilePhoneAuth,无法验证的电话
SCRNITM#failed,申购失败
SCRNITM#failureBid,流标
SCRNITM#fairCashHldAmt,适当现金保留金额
SCRNITM#faxNbr,传真号
SCRNITM#feeAmt,
SCRNITM#feeCal,
SCRNITM#feeCndCd,Fee Condition Code
SCRNITM#feeCndNm,Fee Condition Name
SCRNITM#feeConditionList,收费条件清单
SCRNITM#feeDcsnAmt,Fee Decision Amount
SCRNITM#feeDetails,Fee Details
SCRNITM#feeDs,
SCRNITM#feeDtlInfo,
SCRNITM#feeFormula,费用公式
SCRNITM#feeInfoArea,
SCRNITM#feeList,
SCRNITM#feeListInfo,
SCRNITM#feeRltdMsg,每笔交易收取10元的手续费。
SCRNITM#feeTpCd,
SCRNITM#fileCtgry,文件类别
SCRNITM#fileDescCntnt,文件描述
SCRNITM#fileNm,文件名
SCRNITM#filesize-error-msg,超过了可上传档案大小（10GB）。
SCRNITM#fillColor,填色
SCRNITM#filter-toggle-off,隐藏详细条件
SCRNITM#filter-toggle-on,展开详细条件
SCRNITM#finMoblChrg,充值成功
SCRNITM#finUtilPay,支付成功
SCRNITM#finalJoinDt,
SCRNITM#finalTerminateDt,
SCRNITM#finance,理财
SCRNITM#findId,找回ID
SCRNITM#findIdPswd,忘记ID或密码？
SCRNITM#findPrprty,
SCRNITM#findPswd,找回密码
SCRNITM#findPswdUsingClphn,通过手机认证找回密码
SCRNITM#findPswdUsingScrtyQstn,通过安全问题找回密码
SCRNITM#findTxPswd,交易密码找回
SCRNITM#finishAprslBtn,
SCRNITM#fixAmt,固定金额
SCRNITM#fixCashBal,固定余额
SCRNITM#fixedTxt,固定文本
SCRNITM#fnlLoinChnlDscd,
SCRNITM#fold,收起
SCRNITM#font,字形
SCRNITM#footer,页脚
SCRNITM#forActive,我们将协助您激活直销银行账户，在继续之前，
SCRNITM#forReActive,
SCRNITM#forReActive2,本操作将删除所有直销银行原有绑定卡片，并重置交易密码。
SCRNITM#forReActive3,在继续之前，请做好如下准备：
SCRNITM#forget,重置密码
SCRNITM#form,
SCRNITM#formula,
SCRNITM#formulaAsRdblFormCntnt,
SCRNITM#formulaBaseHms,
SCRNITM#formulaList,公式列表
SCRNITM#frctnAplyBaseDscd,
SCRNITM#frctnAplyCnt,适用结余总数
SCRNITM#frctnAplyWayCd,使用结余方式代码
SCRNITM#freeDpstWhdrwlDpst,存取自由存款
SCRNITM#frgnAmt,
SCRNITM#frgnCashDmstcCrncyAmt,
SCRNITM#frgnCrncy,外币
SCRNITM#frgnCrncyBal,外币余额
SCRNITM#frgnCrncyCashTrnsfrDscd,
SCRNITM#frgnCrncyChkInfo,
SCRNITM#frgnCrncyCupldAcctNbr,
SCRNITM#frgnCrncyCupldAcctPswd,
SCRNITM#frgnCrncyCupldAmt,
SCRNITM#frgnCrncyDpstAcctNbr,
SCRNITM#frgnCrncyTrnsfrDscd,
SCRNITM#frgnMsgStsCd,
SCRNITM#frgnTrnsfrAmt,
SCRNITM#frgnTrnsfrCnvrtdAmt,
SCRNITM#frgnTrnsfrDmstcCrncyAmt,
SCRNITM#frgnTxAmt,
SCRNITM#frgnTxDmstcCrncyAmt,
SCRNITM#frgnTxHotspotDept,
SCRNITM#frgnTxHotspotDeptDesc,
SCRNITM#frgncExchngProfitDlgAplyFrctnDesc,※外汇利润交易申请分数：计算交易利润时的基本汇率的小数数字。
SCRNITM#frgncTxAmtOcr,外币交易发生
SCRNITM#fri,星期五
SCRNITM#from,转入账户
SCRNITM#from2,付款方式
SCRNITM#from3,存款来源
SCRNITM#from4,支付方式
SCRNITM#from5,来自
SCRNITM#from6,从
SCRNITM#fromYourAccount,从您的账户
SCRNITM#frq,归集频率
SCRNITM#frstFixedIntRtAplyTrmCnt,最初固定利率适用期间数
SCRNITM#frstFixedIntRtAplyTrmDscd,最初固定利率适用期间区别代码
SCRNITM#frstRgstrnDt,首次注册日期
SCRNITM#frstSrc,第一还款来源
SCRNITM#frstStartDtHms,
SCRNITM#frstTrnsmsnHms,
SCRNITM#fullPswd,请输入完整的密码。
SCRNITM#fundsCmps,资金构成
SCRNITM#fundsCmpsDtlInfo,
SCRNITM#fundsCmpsInfoArea,
SCRNITM#fxBrnchDscd,
SCRNITM#fxRateInfo,Exchange Rate
SCRNITM#gas,天然气
SCRNITM#giroPrcsRqstDscd,
SCRNITM#glOutpLvl,总分类帐输出电平
SCRNITM#glOutpLvlDscd,总分类帐输出电平分区
SCRNITM#glPrcsngStsDscd,
SCRNITM#globalCmnt,
SCRNITM#gndrDscd,性别
SCRNITM#gnrtSql,
SCRNITM#goodsDtlsAtrbt,
SCRNITM#goodsDtlsList,
SCRNITM#grade,等级
SCRNITM#gradeChoicRsn,等级应用原因
SCRNITM#gradeChoicRsnTp,等级应用原因类型
SCRNITM#gradeChoicRsnTpCd,等级应用原因类型
SCRNITM#gradeExists,您已完成风险评测
SCRNITM#gradeGradeRelTpCd,
SCRNITM#gradeHist,等级历史
SCRNITM#gradeRvctnRsnTpCd,
SCRNITM#grcFeePymnt,
SCRNITM#grcFeePymntExctn,
SCRNITM#grntLmtChkRsltCd,
SCRNITM#grp,群
SCRNITM#guest,客人
SCRNITM#guestLoinIdNbr,
SCRNITM#guid,GUID
SCRNITM#hangul,韩文
SCRNITM#header,头
SCRNITM#heading,消息标题
SCRNITM#helpReActive1,我们将协助您重新激活直销银行账户.
SCRNITM#helpReActive2,重新激活流程将解绑原有银行卡,
SCRNITM#helpReActive3,重新绑定银行卡并重设交易密码.
SCRNITM#hh,小时
SCRNITM#hiredDt, 雇用日期
SCRNITM#history,交易记录
SCRNITM#hldSrvc,
SCRNITM#hldyDscd,假期类别
SCRNITM#hldyTrnsfrDscd,
SCRNITM#hldyTrnsfrDstnctn,节假日转账区分
SCRNITM#hldyTxAblYn,假日是否可交易
SCRNITM#hndlngOpnDscd,
SCRNITM#hndwrtngCrctnPrcsngTrgt,手写修正处理目标
SCRNITM#hndwrtngCrctnPrcsngTrgtAtrbt,手写修正处理目标属性
SCRNITM#home,首页
SCRNITM#homePhone,家庭电话
SCRNITM#homeTelNbr,
SCRNITM#houseCltrlRtInfo,
SCRNITM#hqAcct,总店会计科目
SCRNITM#hqAcctgItmYn,总店会计科目与否
SCRNITM#hrarcyLvl,层次等级
SCRNITM#hshldrYn,
SCRNITM#hstDetailBasic,
SCRNITM#hstList,记录目录
SCRNITM#iNeedToCncl,我要取消自动归集
SCRNITM#iNeedToCnclTheArr,我要取消自动归集
SCRNITM#iNeedToTerminate,我要终止自动转存服务
SCRNITM#idAuthUsingAlipay,使用支付宝ID认证
SCRNITM#idCnfrmRequired,
SCRNITM#idNbr,ID编号
SCRNITM#idNo,身份证号
SCRNITM#idRule,ID：英文字母和数字组合（至少6个,最多10个字符）
SCRNITM#identifier,
SCRNITM#identifierNm,
SCRNITM#idntfyAuthSucss,身份认证成功
SCRNITM#ifCashBalIsOvr,当账户余额超过{0}元时， 系统自动帮您将超过部分申购为余额宝.
SCRNITM#ifCashBalOverAdd,当账户余额超过{0}元时， 系统自动帮您将超过部分存入智能存款账户.
SCRNITM#ifFixAmtAdd,转存金额为{0}元.
SCRNITM#ifFixedAmt,定投金额为{0}元.
SCRNITM#imdtlyIssueYn,
SCRNITM#imgDscd,
SCRNITM#imgList,图像列表
SCRNITM#imgSrch,图像搜索
SCRNITM#import,导入
SCRNITM#importPymntDscd,
SCRNITM#in,剩余
SCRNITM#inactive,未激活
SCRNITM#inbaeKim,金麟培
SCRNITM#incldClsDept, 询问包括封闭部门
SCRNITM#incldRetireStaff,询问包括退休人员
SCRNITM#includeRtrdStaffInqry,
SCRNITM#incomeDscd,
SCRNITM#incomeInfo,
SCRNITM#indsDscd,
SCRNITM#indvBiz,
SCRNITM#indvBizAcctInqryYnDesc, Y：可以在个人业务个人账户，在客户代表观察到寄存器的帐户和客户代表时，可查看
SCRNITM#infoChngRsnTpCd,信息更改事由代码
SCRNITM#infoRgstrnOriginTpCd,
SCRNITM#infoUseAgrmntTpCd,
SCRNITM#information,信息
SCRNITM#initialAmt,初次交易金额
SCRNITM#initzCycl,初始化周期
SCRNITM#inpCorrectAnswer,输入正确答案
SCRNITM#inpDataTpCd,输入数据类型
SCRNITM#inpHms,
SCRNITM#inpYn,输入与否
SCRNITM#inptValDetail,输入值明细
SCRNITM#inputBindingCard,请输入当前绑定卡卡号
SCRNITM#inputDept,请进入部门。
SCRNITM#inputFormula,输入公式
SCRNITM#inputOTPsentMobile,请输入短信验证码以继续
SCRNITM#inputPwdForReset,请提供一下信息以重置密码
